China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8835612,157.0903743,160.1400937,178.3418196,165.4055404,185.4228329,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.970063,3468.304602,3832.236432,4550.453108,5618.132267,6316.918318,7050.646271,7678.599486,8066.942635,8147.937705,8879.438667,9976.677137,10216.63033,10500.39562
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8996328,170.2430505,171.1286396,194.2125298,226.2270418,217.6024415,233.6149055,238.3104877,271.8533455,277.9721279,285.2730343,297.2803606,331.6700101,429.4129337,501.5526782,607.2350017,694.3832471,891.6346023,1074.862008,1189.568397,1266.623877,1004.634373,863.3334326,747.7561819,717.8976675,703.5195152,888.5285805,942.9310075,924.3272452,848.2895443,905.3220195,848.7531159,870.4807017,832.2830587,605.2633669,774.6713757,827.7621185,774.7270681,809.0130515,771.968406,652.9278678,664.708695,719.9129843,871.6665008,922.8552737,931.2000763,949.9758279,1062.556918,1240.614893,1215.166785,1213.113,1208.583199,1243.273487,1415.871694,1561.464413,1972.545683,2013.381448,2111.026557,2314.050958,2276.332394,2325.723705
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,118.6431452,123.5148081,128.5946372,130.1752742,137.6297641,141.002515,144.0153653,154.6778907,168.7021488,173.1217176,176.5737092,184.9034758,218.1760536,269.592296,297.686036,383.4405469,378.1236216,430.3813993,574.1663895,707.5442896,774.1852434,743.7601604,721.2163069,726.5059552,749.3390662,848.4732795,1140.597182,1216.064467,1104.793753,963.8326781,1045.364362,975.4719489,965.7807389,1129.049359,626.7511965,736.7925625,738.2003956,700.1622721,735.6282009,708.445077,651.6102592,651.6705781,711.2293537,867.9035455,1011.756406,1012.28263,1063.081628,1195.649211,1377.298635,1319.99742,1286.515888,1405.094123,1354.54555,1465.63871,1542.620606,1327.502561,1364.32954,1425.106368,1534.492241,1507.449798,1499.372843
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.3139899,197.3913592,235.6335244,377.4298785,170.467005,232.8111278,253.7592087,184.1304392,206.7149511,258.6064767,243.7497809,272.0654295,292.2971255,362.8435642,430.7021578,446.9755403,409.5242253,509.0667703,615.9789076,587.1515848,546.1124995,463.671172,492.5324912,387.5076636,269.8427243,240.7880982,263.8313003,243.0047857,273.1278194,269.5928759,270.1305434,268.2924969,220.3680073,275.8216169,145.0956035,135.8235936,134.9951648,138.9790482,138.5891003,102.5979732,405.2162186,153.5910441,175.009951,173.7961252,194.0400026,218.3862267,255.4330432,286.3304725,327.5637218,298.6196916,334.0215777,387.082477,424.6003738,457.9637475,486.7870951,497.3170391,471.3188225,467.0742317,557.0644117,580.7168605,556.8131853
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.3703364,145.4059788,155.7385272,157.0558661,165.0091659,171.6461416,185.8922552,194.6603356,200.3950179,205.5340294,207.2213002,235.8372808,291.9774924,374.1277029,392.3210842,499.2019558,476.8504788,469.6879304,523.9123291,694.1768268,959.4274975,1088.976699,1146.305648,1080.816288,1098.441641,1051.873692,875.4516702,1058.229422,991.5187054,1042.052007,1187.549772,1124.897863,1178.027111,1048.612991,672.1631948,781.5250117,912.0123512,810.0766444,660.4714774,774.7119448,1032.137542,869.1005017,916.5880378,1028.415222,1326.596688,1834.880014,2153.491743,2262.85441,2892.416962,2336.160957,3073.557784,3557.55617,3923.093509,3883.746848,3776.485568,2447.539308,2039.453223,2173.680253,2601.410483,2359.177309,1972.545246
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,251.0415229,274.0522642,289.9179458,274.3149575,328.6550321,307.64686,281.5660485,293.6442641,292.2574962,307.9952102,335.1182036,355.4075174,385.1125208,448.0338172,525.5257298,544.2909066,623.4289691,773.7458155,904.0106935,1061.848345,1241.639587,1323.376573,1386.672969,1348.804623,1304.177177,1165.042414,1142.939363,1165.982397,1232.226154,1218.21101,1445.32863,1456.694357,1697.112936,1893.542212,2284.838813,2539.912877,2620.538762,2827.379527,2566.024194,2209.93165,2520.481089,2439.682456,2396.627127,2281.401762,2782.623185,3414.465158,3741.092837,4714.073055,5472.53653,5193.241458,6336.709474,7335.166934,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,6729.583332,6424.979492,5332.773524
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,689.3984895,618.1972869,562.8150253,570.1541215,534.6491149,553.6324027,763.3253505,896.1331714,918.8997605,854.4652011,1043.790659,1000.556291,1047.965144,1008.038469,690.4672501,838.171684,810.5475521,726.0523149,718.1212694,723.1782555,647.4258118,680.9055728,747.9888625,937.7108963,1061.075548,1069.029426,1114.945281,1240.092528,1393.216032,1344.730406,1316.491225,1447.94527,1403.360421,1505.33722,1513.83039,1242.585682,1273.05092,1323.814958,1415.955164,1370.140123,1402.595489
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,501.1374945,483.1269255,477.9392565,461.2399971,431.2375548,441.9066289,602.1584963,732.5632731,811.3983382,807.5623924,908.0881284,923.7442808,1003.929541,1339.729577,1080.156565,1261.103098,1269.120577,1213.632864,1265.19785,1408.986203,1259.353067,1292.226512,1401.891073,1809.11003,2024.266381,2099.148417,2361.380101,3186.779935,3721.219993,3517.430156,3378.323433,3740.374103,3447.4831,3616.03557,3588.625584,3043.031382,3130.998753,3292.633503,3617.347445,3603.775241,3064.272388
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,381.3636818,355.0027488,334.3092487,344.3546568,352.3368849,372.2805781,393.4806843,412.2351064,442.7796087,474.7953039,533.0915649,568.0964468,636.9050523,767.3271288,816.0368625,936.3368228,1122.807632,1393.000516,1555.540411,1734.61797,2021.548779,1068.502425,1032.997004,1213.55646,1373.939261,1432.081248,1572.455025,1571.29231,1558.505869,1727.870961,1831.000151,2247.373379,2605.805225,2841.64278,3031.888771,3265.693381,3215.105688,3391.977736,3597.43451,3668.80207,3789.053888,3960.307703,4042.705686,4147.824369,4404.711884,4676.379366,5227.465952,6103.741917,6901.388306,6801.036735,8227.127494,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12468.57529,12669.70608,12076.81451
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,448.2564174,476.9014839,494.7363719,516.739524,547.9505273,580.944136,621.4347271,658.3508984,645.9283073,695.0389817,755.1445594,811.131747,925.5275345,1000.862363,1285.493303,1485.161329,1511.874938,1736.749154,1759.82502,1999.188487,2461.655884,2683.655224,2940.212791,2942.719169,2778.893347,2722.828275,2466.299099,2633.116445,2775.622222,2827.688623,2997.319563,2951.059638,2875.189721,3084.660828,3214.051808,3514.100743,3803.623289,4421.507074,4690.203952,4938.52388,5253.442085,5374.083245,5600.442574,5945.877889,6459.565377,7255.144088,8201.290506,9054.851428,10225.38043,8578.716747,9253.214027,9920.910166,10187.30151,10306.88816,10377.11289,10116.51995,9560.194679,9810.470068,10250.43407,10355.40768,9192.767801
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.4269532,779.7237894,901.3671044,1088.126973,1223.691349,1379.081841,1443.302433,1472.729582,1835.111536,2000.280189,2021.724635,2035.607231,2107.932429,2224.653486,2396.353662,2269.825219,2378.910723,2451.132999,2640.918422,2572.691695,2703.168294,2278.210387,2057.103595,2073.093712,2624.757035,2794.738808,2286.929054,2308.146615,2331.462691,2558.904101,2747.100303,2837.73573,2999.241763,3197.133185,3395.710843,3786.66345,4683.569067,5208.718388,5411.269492,5529.669375,5730.354264,6139.718783,6497.314764,6837.71168,7133.337679,7694.014637,8060.796598,8541.213686,8824.194008,9099.673146,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19630.89349,19701.27038,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82801.54266,85433.03094,85188.33704,77400.42144,73351.75677,72329.66133,72777.14849,73514.66868,74990.43322,76284.19393,78471.62873,81513.16302,86059.73922,91392.64259,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.41056,15139.22613,14234.24438,15092.82625,15287.91913,14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27163.33297,23408.33668,24605.92083,26444.07438,29089.47133,28288.46158,26623.80089
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23419.73561,23490.39846,22762.19714
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2761.166833,3192.133616,3809.981445,5046.755103,5639.077621,6236.358881,6634.856899,7682.953775,9482.04285,11281.02332,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26725.91522,23635.92922,23607.88286,25077.72908,30243.57653,34044.05363,34507.36881,36323.44774,41587.2129,45427.15168,41485.90165,41531.9342,46644.77603,43858.36306,46285.76407,47959.99327,41086.72967,42107.51727,44442.77184,47787.16051,46467.5162,45723.6441
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,801.1821394,,761.4594417,748.2037355,725.754116,766.1474429,762.0125774,777.2673846,753.5092242,790.034804,789.5555265,767.5062771,760.6407761,755.7594723,765.8583232,768.1835703,780.9039613,791.3841807,818.8687857,863.2360874,904.7366795,967.6795838,1052.719117,1223.852363,1267.317394,1343.275125,1451.548081,1559.240651,2312.720948,2464.297678,2658.964207,2802.181971,2914.374595,3141.879389,3414.935393,3425.50345
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,624.6061219,769.1197571,733.9615647,966.6301991,1090.200907,1193.510061,1324.649475,1478.171746,1632.247367,1863.506067,2113.927152,2402.771781,2617.816846,2860.322479,3122.653182,3317.824671,3466.998869,3721.272367,3860.800538,4120.581185,4292.11368,4593.863345,4751.092101,4787.801441,4883.003024,4770.851894,4897.308367,5216.872434,5160.889141,5518.4232,5951.863413,6468.944767,6903.145806,6967.364955,7065.460372,6849.455933,7016.380071,7317.486143,7597.288894,8080.968623,7274.517731,7693.771453,8001.997095,6526.793215
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852022,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61598.5367,60213.09215,60908.83513
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.1148714,192.0276125,234.0516294,258.5957819,272.9748001,229.0235001,245.9875454,250.9762072,254.0517978,281.3776046,330.1315059,360.1528526,417.9192609,480.0530663,583.4844213,699.6030037,748.9906207,848.2854171,854.647162,969.4980483,1164.952225,1273.826441,1362.510669,1487.275828,1831.086459,780.3858658,928.0322488,865.8317545,783.0354013,955.5173748,991.6148411,1351.2985,1566.529623,1733.399536,1905.943496,2127.748089,2293.754381,2476.060403,2638.31327,2653.225124,2869.178139,2977.43451,3110.325447,2418.350422,2487.329061,3932.784407,4109.033591,4707.795052,5087.983213,5039.403122,5555.392014,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,8050.644076,8282.117131,7268.19691
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,246.3037513,214.7719801,172.242509,226.8954501,238.0437104,249.8835856,235.5981301,253.9237655,281.9257863,302.7522637,336.2246929,341.3889185,442.6776235,554.292909,818.0082289,936.7900822,1037.60716,1192.744227,1456.419396,1782.69932,2203.055461,2237.086776,2210.302036,2312.655619,2467.346082,2582.879013,2756.954981,2807.503603,2417.376189,2215.963873,2408.822985,1731.62137,1776.028278,1807.297451,1507.886663,1452.278434,1603.940302,1619.797749,1596.003926,1588.348908,1765.026718,1740.607066,1781.827726,2103.381692,2610.185422,3113.095706,3478.710412,3950.51426,4923.630278,3883.27129,4480.787439,5455.67903,5592.220115,5499.587331,5493.056663,4177.886892,3946.452425,4109.703442,4153.956234,3975.508993,3310.386534
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.65277968,78.73446091,71.19898892,75.17282039,85.063538,96.84420373,103.1197714,97.34587985,95.69914659,104.572933,113.4295792,118.7155625,131.359062,161.5381786,178.3200347,196.6239652,196.1043693,223.015671,212.5337853,242.3436126,275.4185047,289.3689979,298.5788339,308.0820874,329.1569415,355.0006523,348.1069167,337.8396061,368.2227105,391.3772591,412.8500175,441.3365391,487.7077811,528.3794417,627.4449015,764.7764167,867.792116,888.2416409,804.9426796,876.1748215,954.3056637,1007.164031,1106.73807,1240.835131,1427.146584,1640.227547,1961.19555,2463.859868,3091.090388,3330.632704,4006.561591,4855.674023,5375.530594,5890.471604,6303.515561,6519.038901,6609.484366,7172.701944,7968.089975,8194.265112,8291.745976
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,158.9391626,156.0031016,157.4443685,163.0068806,182.6724619,193.3859424,186.1190497,190.864988,201.6322885,219.7968931,226.9660132,239.8462347,256.186349,319.5224271,436.7851754,458.4882179,489.2070705,533.6072615,578.6951187,686.2538522,833.3053261,906.9881507,840.8904911,825.3832965,799.1723456,800.7699759,783.7567455,764.7147887,792.4929838,787.6837504,902.9044825,932.8608959,1002.674058,1079.855103,1106.556692,1108.516673,1183.843611,1241.778122,1204.312703,1251.334845,1337.308867,1301.163484,1242.959314,1358.844738,1554.229076,1782.619225,2006.411798,2343.858436,2599.726516,2466.24683,2949.396479,3255.825907,3365.31928,3378.604105,3447.097437,3301.137579,3333.147041,3554.53187,3526.975044,3581.13274,3254.969411
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2355287,147.3851174,148.73952,162.0327662,181.8999851,197.8776254,215.5566083,227.9387607,244.9849173,275.0092468,316.3701258,341.9363103,414.4882568,534.1860383,602.2303982,647.1668885,699.5725883,821.1480301,1020.850169,1091.784717,1162.682882,1262.640327,1217.389924,1275.313179,1345.926987,1399.273543,1800.6073,2080.53002,2463.361724,2525.830088,2598.977993,2893.144102,3119.833659,3446.161414,3807.296761,4275.836629,4072.759474,3853.823653,3417.678199,3779.442347,4050.274004,3735.186756,3766.21931,4108.033693,4573.856552,4847.625291,5105.632988,5675.001382,6498.497381,6650.301436,7698.981508,8858.855472,9417.628081,9465.403888,9700.755546,9595.159207,9855.725329,10467.854,11318.84036,11499.63467,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.702356,2260.904607,2388.506692,2305.452008,2120.983433,2095.283922,1813.30869,1944.39376,1962.247374,2038.829541,1910.59812,1605.216665,1786.832638,1777.380433,2036.340577,2567.129582,3398.188562,4301.295541,5269.813793,6811.456166,8410.154001,6585.407769,7815.679282,9601.425309,10121.83497,10689.03919,9916.756704,7546.232996,7177.772237,8018.714138,8206.596661,8337.857422,7656.593919
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1032.791817,1102.085437,1142.812524,1253.355253,1375.975053,1540.053724,1830.201015,2306.242432,2586.207344,2999.162773,3095.400205,3484.12278,4223.932128,5132.710934,5774.105053,5105.192832,4890.41836,4717.451586,4507.57231,4637.096619,6291.013917,7726.438186,8548.344548,8611.831033,10484.71922,10783.00227,11542.1436,10567.68688,11024.37303,12701.70154,12942.4753,12257.12423,12558.74032,12399.90578,11657.59699,11770.26417,12840.20924,15594.95278,18122.43924,19235.98157,20764.72122,24174.22869,26436.53098,23165.17958,23640.6638,26138.77416,25097.80321,26102.0502,26334.39368,22582.9527,22404.89958,23617.21929,25221.76086,24791.4491,23780.38847
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,455.4623888,375.2213046,315.688704,368.6295837,440.5602342,455.1978183,449.920207,459.2787988,450.9995515,527.900353,471.6307972,440.8571574,495.5359182,588.3370651,970.012722,1105.420555,1264.911641,1493.333583,1572.400531,1821.04718,2238.217084,2660.612801,2369.950657,1988.787323,1912.431271,1891.562479,1648.01456,1464.492936,1337.889895,1390.213114,1489.529946,1622.208088,1688.504752,1727.755003,2026.113077,2132.906783,2155.51815,2356.369857,2293.889735,1578.934298,1445.279324,1894.616196,2172.101877,2425.851842,2691.277685,3002.138604,3328.884156,3567.837186,4249.01897,4231.619235,4633.591284,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,6295.934662,6222.524653,5600.389615
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,162.6084723,168.9632404,174.8626098,180.4108537,193.5860493,233.0137095,243.8068223,257.5886508,273.698607,244.7472149,301.7494289,337.7743689,357.0779478,358.847797,426.3465239,500.3550452,498.5591159,607.2815228,662.6872884,708.1957476,792.824042,815.2486949,778.1168872,655.0678055,725.6298025,765.6420055,651.0775476,713.4525483,777.8577351,849.4524991,965.1108694,1063.333044,1208.71992,1281.396914,1343.551963,1450.476242,1378.203383,1191.103239,1102.468199,1062.158092,1186.393313,1397.43669,1667.317998,2044.527804,2331.26884,2645.968759,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,2537.125185,3019.092283,3547.870848
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.1469876,1004.978342,1106.237782,1229.856635,1355.586566,1468.472073,1588.972874,1714.327914,1828.215261,2027.11956,2236.625411,2521.097186,3025.128989,3902.351095,4400.424914,5076.000883,5273.701061,5974.735447,7286.797046,8790.781469,9803.266351,8487.263003,8194.832627,7978.57562,7640.241799,7834.326021,10967.7002,13528.06893,14828.55235,15082.23354,18894.45655,19553.72789,21473.51795,19569.03094,20597.11245,23697.63135,23916.31633,21810.58454,22380.94194,22213.30346,20165.88963,20432.60259,22109.17431,27134.80143,30949.12854,31936.31555,33767.00076,38666.7714,42177.6397,38422.45231,37561.06509,40599.57765,37589.04517,39100.92794,39854.42162,34367.1012,35137.75436,37045.47826,39997.55475,39042.50497,37712.12083
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3320034,208.9994799,239.6680867,262.2305348,315.7506824,312.724395,337.8865923,307.9099092,308.1341868,316.8239534,293.9556724,334.5855715,407.769077,388.5959475,415.0360305,439.8321034,450.6323989,595.1099872,501.355317,642.5082588,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289326,1362.165524,1708.808629,2247.553377,2749.924663,3209.837445,3279.312671,3627.590663,4356.43922,5770.214614,6208.578019,5371.166436,5159.708645,4478.500286,4489.988939,4699.655764,6513.503286,8239.613802,9703.123838,10681.9712,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15715.33227,14713.06571,15355.70317,17025.53198,21463.44266,24861.2828,26419.29686,28365.31349,32549.97098,35366.2596,32042.47408,30502.71971,31636.44631,28324.42934,29059.54795,29461.55033,25732.01836,26505.34322,28100.58624,30374.52104,29564.7449,27057.16352
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.806984,3376.79474,3678.157942,4087.503306,4144.631124,4075.970639,4509.178202,5344.877935,7206.166562,8912.992195,10406.39669,12631.56805,16741.93923,18227.11953,14794.9711,14784.38466,17624.04456,17534.42135,19174.10033,20367.10316,17522.23019,18437.25282,20407.92738,23159.39249,23717.79945,23312.27633
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,203.5570003,208.3423913,224.6274002,205.6237929,233.2186961,234.6821764,242.9615459,243.7358577,248.0227457,254.2432622,271.3943735,204.0501815,165.693228,125.5495813,134.3429602,145.1669013,141.5086199,125.0761411,119.6840763,124.4607909,120.7657837,111.9272251,119.490396,136.46625,162.4327286,194.6874329,244.2860523,326.4368228,380.5690032,341.5541227,354.4795719,467.0778718,499.5315302,566.9264029,640.5419231,717.1248698,768.5230154,771.5248663,855.7608852,936.3404611
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1339.253442,1444.452807,1536.320569,1700.901881,1879.170074,2113.453205,2533.21339,3257.950637,3666.707355,4245.234402,4420.106169,4982.261956,6042.490616,7272.388502,8098.837955,7032.314987,6759.567896,6559.068758,6304.907729,6469.205587,9020.495578,11125.19931,12173.99845,12393.79892,15455.6942,15973.12779,17511.36408,15934.18155,16836.75327,19466.24948,19752.20545,18088.82059,18615.59998,18477.31735,16909.91612,17185.04669,18682.11884,22922.69403,26263.88241,27333.20322,29070.01005,33551.40893,36913.83511,33361.83193,32934.03875,35709.53074,33150.83222,34560.52273,35239.1751,30466.8095,31164.59504,33008.50414,35703.68953,34960.01562,33927.7189
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,140.9113183,143.007902,154.4933616,173.486392,149.1425861,159.9707169,166.4134933,157.4617104,162.2549984,177.7668643,211.1607252,209.562367,234.2010855,279.8031239,404.9714914,443.9059164,508.5957213,544.0367622,584.583118,715.5990822,867.6089073,1181.738509,1106.457506,917.2606998,804.707811,808.6028603,746.2637905,732.4392324,752.9596013,676.9471463,1023.272301,578.0754206,555.8957221,502.701583,465.6878331,550.0135554,551.1028842,616.9832918,608.2406337,667.8139788,767.2827898,724.6896916,682.3933048,684.6073916,844.2524781,1035.664087,1264.963747,1524.630781,1918.46386,1777.533821,2067.712299,2047.254698,2298.502511,2362.401197,2504.444544,2167.407843,1928.978592,1929.877239,2021.725791,2107.423824,1864.57941
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2465.644819,2716.190092,3177.645701,4173.173047,5297.607817,6255.544641,6739.690713,7069.105738,7628.815714,9332.245264,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26177.34798,24285.46682,24946.18919,26869.6749,32855.13263,37702.84538,39040.28888,41188.0937,48414.84509,53554.03892,47293.99283,46459.97325,51081.99767,47710.79022,49878.04324,50260.29986,42784.69836,43784.28396,46297.49635,50013.2942,48711.56421,49041.34226
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.4742861,287.2670559,291.4733335,296.7083165,310.8122766,317.0203251,316.1298103,333.2682051,334.612576,357.4243836,422.3875438,466.0253483,583.3187661,768.6885143,987.92375,1186.676079,1182.094134,1202.631355,1360.785401,1640.556911,1892.876822,1898.010864,1786.857167,1638.383941,1681.705084,1603.219354,1795.370458,1631.958103,1535.399195,1632.187846,1835.123058,1881.761794,2058.379603,2167.095454,2384.726456,2540.980879,2713.827761,2636.67216,2066.068854,2401.686422,2069.317455,2030.246351,2248.714191,2818.91392,3311.159895,3627.632856,3715.932657,4040.152119,4167.694935,3362.820495,3652.535933,4371.447385,4591.577015,4840.72727,5605.609148,5390.714207,5651.272721,6101.02389,6317.437799,6175.874841,4881.526069
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1334.689512,1428.046001,1578.284538,1744.640123,1909.54162,2038.163102,2186.474592,2343.104503,2536.085114,2752.095114,2857.251682,3169.036323,3854.555835,4969.762978,5328.241548,6690.57827,6866.816892,7532.52696,9264.775293,11179.6329,12713.36517,11104.98134,10496.92855,9993.421182,9419.696143,9763.327404,13540.24637,16302.44738,17679.99669,17694.30932,21793.83554,21675.06499,23813.71225,22380.10775,23496.52015,26890.21762,26871.83127,24228.94639,24974.27386,24673.20305,22364.02939,22433.55498,24177.33556,29568.3888,33741.26192,34760.18502,36443.62631,41508.43269,45334.11796,41575.42196,40638.33525,43790.72602,40874.70039,42592.93539,43011.2631,36638.18493,37037.37419,38685.25849,41526.41466,40380.09877,38625.06738
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24035.28964,24129.41289,22651.86198,24418.70328,26731.65857,31493.31915,35467.17547,36198.54377,41521.67506,47885.69888,50863.95379,47441.91598,48541.40119,52092.60338,49459.71723,54843.31929,59433.83457,52400.29728,56854.10265,59993.09063,62918.14619,64225.2649,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.848319,,,1276.506189,1296.882814,1355.670551,1437.349833,1528.493105,1682.543861,1756.652792,1909.510014,1909.836839,2060.494723,2017.659333,1904.863883,2022.74458,2042.707086,2171.889577,2248.492115,2265.944108,2295.868178,2253.113745,2358.1467,2406.114412,2458.658394,2541.261625,2721.97609,2885.305492,3009.256825,3131.386715,2994.792394,2971.512602,2906.617012,3014.700358,3289.642117,3568.291016,3585.423202,
